"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 30 07:46:24 GMT 2025","Wed Jul 30 07:46:44 GMT 2025","19900","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipDeletion","relationshipDeletion",""
"passed","Wed Jul 30 07:36:45 GMT 2025","Wed Jul 30 07:37:03 GMT 2025","18043","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeCreation","genderTypeCreation",""
"passed","Wed Jul 30 07:40:46 GMT 2025","Wed Jul 30 07:41:05 GMT 2025","19164","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindUpdation","groupMembershipKindUpdation",""
"passed","Wed Jul 30 07:37:49 GMT 2025","Wed Jul 30 07:38:09 GMT 2025","19856","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeCreation","idTypeCreation",""
"passed","Wed Jul 30 07:37:27 GMT 2025","Wed Jul 30 07:37:47 GMT 2025","19885","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeCreation","groupTypeCreation",""
"passed","Wed Jul 30 07:43:13 GMT 2025","Wed Jul 30 07:43:34 GMT 2025","20972","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualDeletion","individualDeletion",""
"passed","Wed Jul 30 07:38:55 GMT 2025","Wed Jul 30 07:39:16 GMT 2025","21427","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipsCreation","relationshipsCreation",""
"passed","Wed Jul 30 07:41:29 GMT 2025","Wed Jul 30 07:41:48 GMT 2025","19241","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeUpdation","idTypeUpdation",""
"passed","Wed Jul 30 07:42:31 GMT 2025","Wed Jul 30 07:42:50 GMT 2025","19094","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipUpdation","relationshipUpdation",""
"passed","Wed Jul 30 07:39:39 GMT 2025","Wed Jul 30 07:40:01 GMT 2025","21274","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualUpdation","individualUpdation",""
"passed","Wed Jul 30 07:45:11 GMT 2025","Wed Jul 30 07:45:33 GMT 2025","21454","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeDeletion","idTypeDeletion",""
"passed","Wed Jul 30 07:41:07 GMT 2025","Wed Jul 30 07:41:27 GMT 2025","19581","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeUpdation","groupTypeUpdation",""
"passed","Wed Jul 30 07:43:37 GMT 2025","Wed Jul 30 07:43:59 GMT 2025","21581","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupDeletion","groupDeletion",""
"passed","Wed Jul 30 07:46:46 GMT 2025","Wed Jul 30 07:47:07 GMT 2025","20690","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigDeletion","districtConfigDeletion",""
"passed","Wed Jul 30 07:36:19 GMT 2025","Wed Jul 30 07:36:42 GMT 2025","23017","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupCreation","groupCreation",""
"passed","Wed Jul 30 07:40:25 GMT 2025","Wed Jul 30 07:40:43 GMT 2025","18157","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeUpdation","genderTypeUpdation",""
"passed","Wed Jul 30 07:44:48 GMT 2025","Wed Jul 30 07:45:09 GMT 2025","21487","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeDeletion","groupTypeDeletion",""
"passed","Wed Jul 30 07:44:01 GMT 2025","Wed Jul 30 07:44:23 GMT 2025","21481","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeDeletion","genderTypeDeletion",""
"passed","Wed Jul 30 07:39:18 GMT 2025","Wed Jul 30 07:39:37 GMT 2025","18566","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigCreation","districtConfigCreation",""
"passed","Wed Jul 30 07:42:52 GMT 2025","Wed Jul 30 07:43:11 GMT 2025","18396","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigUpdation","districtConfigUpdation",""
"passed","Wed Jul 30 07:45:59 GMT 2025","Wed Jul 30 07:46:21 GMT 2025","22744","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagDeletion","registrantTagDeletion",""
"passed","Wed Jul 30 07:40:03 GMT 2025","Wed Jul 30 07:40:22 GMT 2025","18788","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupUpdation","groupUpdation",""
"passed","Wed Jul 30 07:37:05 GMT 2025","Wed Jul 30 07:37:24 GMT 2025","19303","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindCreation","groupMembershipKindCreation",""
"passed","Wed Jul 30 07:35:55 GMT 2025","Wed Jul 30 07:36:17 GMT 2025","22407","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualCreation","individualCreation",""
"passed","Wed Jul 30 07:35:43 GMT 2025","Wed Jul 30 07:35:53 GMT 2025","9678","Social Registry Sanity Test Suite","Sanity Suite","testcase.LoginPageTest","testcase.LoginPageTest","loginTest","loginTest",""
"passed","Wed Jul 30 07:41:50 GMT 2025","Wed Jul 30 07:42:08 GMT 2025","17253","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionUpdation","regionUpdation",""
