"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Aug 12 13:41:28 GMT 2025","Tue Aug 12 13:41:28 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindUpdation","groupMembershipKindUpdation",""
"skipped","Tue Aug 12 13:45:17 GMT 2025","Tue Aug 12 13:45:17 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeDeletion","genderTypeDeletion",""
"skipped","Tue Aug 12 13:45:17 GMT 2025","Tue Aug 12 13:45:17 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","idTypeDeletion","idTypeDeletion",""
"broken","Tue Aug 12 13:41:28 GMT 2025","Tue Aug 12 13:41:28 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","tearDown","tearDown",""
"broken","Tue Aug 12 13:33:18 GMT 2025","Tue Aug 12 13:33:18 GMT 2025","1","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionCreation","regionCreation",""
"broken","Tue Aug 12 13:41:28 GMT 2025","Tue Aug 12 13:41:28 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.IndividualTest","testcase.IndividualTest","individualUpdation","individualUpdation",""
"broken","Tue Aug 12 13:45:17 GMT 2025","Tue Aug 12 13:45:17 GMT 2025","1","Social Registry Sanity Test Suite","Sanity Suite","testcase.IdTypeTest","testcase.IdTypeTest","tearDown","tearDown",""
"skipped","Tue Aug 12 13:45:17 GMT 2025","Tue Aug 12 13:45:17 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagDeletion","registrantTagDeletion",""
"skipped","Tue Aug 12 13:48:12 GMT 2025","Tue Aug 12 13:48:12 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrationPortalUserTest","testcase.RegistrationPortalUserTest","grantPortalAccess","grantPortalAccess",""
"broken","Tue Aug 12 13:37:31 GMT 2025","Tue Aug 12 13:37:48 GMT 2025","17302","Social Registry Sanity Test Suite","Sanity Suite","testcase.DistrictConfigTest","testcase.DistrictConfigTest","districtConfigCreation","districtConfigCreation",""
"broken","Tue Aug 12 13:28:43 GMT 2025","Tue Aug 12 13:28:43 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindCreation","groupMembershipKindCreation",""
"skipped","Tue Aug 12 13:45:17 GMT 2025","Tue Aug 12 13:45:17 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipDeletion","relationshipDeletion",""
"skipped","Tue Aug 12 13:41:28 GMT 2025","Tue Aug 12 13:41:28 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupUpdation","groupUpdation",""
"broken","Tue Aug 12 13:29:32 GMT 2025","Tue Aug 12 13:29:32 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","setup","setup",""
"skipped","Tue Aug 12 13:45:17 GMT 2025","Tue Aug 12 13:45:17 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegistrantTagsTest","testcase.RegistrantTagsTest","registrantTagUpdation","registrantTagUpdation",""
"skipped","Tue Aug 12 13:41:28 GMT 2025","Tue Aug 12 13:41:28 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeUpdation","groupTypeUpdation",""
"broken","Tue Aug 12 13:37:06 GMT 2025","Tue Aug 12 13:37:06 GMT 2025","0","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","tearDown","tearDown",""
"broken","Tue Aug 12 13:33:18 GMT 2025","Tue Aug 12 13:33:18 GMT 2025","1","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","tearDown","tearDown",""
