"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 07 16:15:20 GMT 2025","Thu Aug 07 16:15:41 GMT 2025","21552","Social Registry Sanity Test Suite","Sanity Suite","testcase.RelationshipTest","testcase.RelationshipTest","relationshipDeletion","relationshipDeletion",""
"passed","Thu Aug 07 16:11:53 GMT 2025","Thu Aug 07 16:12:11 GMT 2025","17995","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupMembershipKindTest","testcase.GroupMembershipKindTest","groupMembershipKindUpdation","groupMembershipKindUpdation",""
"passed","Thu Aug 07 16:14:06 GMT 2025","Thu Aug 07 16:14:28 GMT 2025","22062","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeDeletion","genderTypeDeletion",""
"passed","Thu Aug 07 16:09:09 GMT 2025","Thu Aug 07 16:09:21 GMT 2025","11954","Social Registry Sanity Test Suite","Sanity Suite","testcase.LoginPageTest","testcase.LoginPageTest","loginTest","loginTest",""
"passed","Thu Aug 07 16:10:18 GMT 2025","Thu Aug 07 16:10:38 GMT 2025","19849","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionCreation","regionCreation",""
"passed","Thu Aug 07 16:09:24 GMT 2025","Thu Aug 07 16:09:45 GMT 2025","21277","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupCreation","groupCreation",""
"passed","Thu Aug 07 16:09:34 GMT 2025","Thu Aug 07 16:09:53 GMT 2025","18898","Social Registry Sanity Test Suite","Sanity Suite","testcase.GenderTypeTest","testcase.GenderTypeTest","genderTypeCreation","genderTypeCreation",""
"passed","Thu Aug 07 16:11:30 GMT 2025","Thu Aug 07 16:11:50 GMT 2025","20895","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTest","testcase.GroupTest","groupUpdation","groupUpdation",""
"passed","Thu Aug 07 16:14:55 GMT 2025","Thu Aug 07 16:15:17 GMT 2025","21965","Social Registry Sanity Test Suite","Sanity Suite","testcase.RegionTest","testcase.RegionTest","regionDeletion","regionDeletion",""
"passed","Thu Aug 07 16:14:31 GMT 2025","Thu Aug 07 16:14:52 GMT 2025","21609","Social Registry Sanity Test Suite","Sanity Suite","testcase.GroupTypeTest","testcase.GroupTypeTest","groupTypeDeletion","groupTypeDeletion",""
